Start Time (s),End Time (s),Text,Speaker,file_name,flow_label
123.72,124.48," Okay, sir.",Speaker 0,call_731.mp3,Description
124.58,125.28," Well, um...",Speaker 0,call_731.mp3,Description
125.28,126.0," Oh, s***.",Speaker 0,call_731.mp3,Description
126.62,127.6, God damn it.,Unknown,call_731.mp3,Description
127.9,129.18," All right, sir, they are...",Unknown,call_731.mp3,Description
130.06,130.58, No!,Unknown,call_731.mp3,Description
132.52,132.8, S***.,Unknown,call_731.mp3,Description
133.68,134.54," Oh, s***.",Unknown,call_731.mp3,Description
136.32,136.84, Oh.,Unknown,call_731.mp3,Description
137.2,137.72, S***.,Unknown,call_731.mp3,Description
139.16,139.68, Oh.,Unknown,call_731.mp3,Description
140.1,141.0," Oh, you got it.",Unknown,call_731.mp3,Description
141.32,142.56," Sir, what is...",Unknown,call_731.mp3,Description
142.56,142.76, Yeah.,Unknown,call_731.mp3,Description
142.9,143.18, Oh!,Unknown,call_731.mp3,Description
143.86,144.38, What?,Unknown,call_731.mp3,Description
144.56,145.4, Can you get to the...,Unknown,call_731.mp3,Description
145.4,145.6, No!,Unknown,call_731.mp3,Description
146.0,146.52, No!,Unknown,call_731.mp3,Description
146.88,147.36, No!,Unknown,call_731.mp3,Call Introduction
147.98,148.28, No!,Unknown,call_731.mp3,Description
149.9,150.54, Pardon me?,Unknown,call_731.mp3,Description
150.86,152.1," Sir, you can hang up the phone.",Unknown,call_731.mp3,Call Deposition
152.14,153.4, You need to get to a safe distance.,Unknown,call_731.mp3,Description
153.56,154.16, You're being attacked.,Unknown,call_731.mp3,Description
154.82,155.14, Okay.,Unknown,call_731.mp3,Call Deposition
156.02,156.34, Okay.,Unknown,call_731.mp3,Description
156.6,157.04, All right.,Unknown,call_731.mp3,Call Deposition
157.06,157.66, Thanks for the call.,Unknown,call_731.mp3,Call Deposition
